,brewery_id,brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
1205,205,People's Brewing Company,Lafayette, IN,0.045,People's Pilsner,German Pilsener,12,40.4376336,-86.8865856,4.8
1206,206,Fort George Brewery,Astoria, OR,0.052,Quick WIT,Belgian Pale Ale,12,46.1883759,-123.8275168,4.5
1207,206,Fort George Brewery,Astoria, OR,0.062,The Optimist,American IPA,12,46.1883759,-123.8275168,4.5
1208,206,Fort George Brewery,Astoria, OR,0.045,Suicide Squeeze IPA,American IPA,16,46.1883759,-123.8275168,4.5
1209,206,Fort George Brewery,Astoria, OR,0.065,Java the Hop,American IPA,16,46.1883759,-123.8275168,4.5
1210,206,Fort George Brewery,Astoria, OR,0.062,Next Adventure Black IPA,American Black Ale,16,46.1883759,-123.8275168,4.5
1211,206,Fort George Brewery,Astoria, OR,0.067,3-Way IPA (2013),American IPA,16,46.1883759,-123.8275168,4.5
1212,206,Fort George Brewery,Astoria, OR,0.058,Tender Loving Empire NWPA,American Pale Ale (APA),16,46.1883759,-123.8275168,4.5
1213,206,Fort George Brewery,Astoria, OR,0.052,Quick Wit Belgianesque Ale,Witbier,16,46.1883759,-123.8275168,4.5
1214,206,Fort George Brewery,Astoria, OR,0.055,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16,46.1883759,-123.8275168,4.5
1215,206,Fort George Brewery,Astoria, OR,0.088,Cavatica Stout,American Double / Imperial Stout,16,46.1883759,-123.8275168,4.5
1216,206,Fort George Brewery,Astoria, OR,0.051,1811 Lager,American Amber / Red Lager,16,46.1883759,-123.8275168,4.5
1217,206,Fort George Brewery,Astoria, OR,0.074,Vortex IPA,American IPA,16,46.1883759,-123.8275168,4.5
1218,207,Branchline Brewing Company,San Antonio, TX,0.052,Evil Owl,American Amber / Red Ale,12,29.5612519,-98.4284465,4.4
1219,208,Kalona Brewing Company,Kalona, IA,0.071,Sucha Much IPA,American IPA,12,41.4833147,-91.707551,4.5
1220,208,Kalona Brewing Company,Kalona, IA,0.075,Lewbricator Wheat Dopplebock ,Doppelbock,12,41.4833147,-91.707551,4.5
1221,209,Modern Times Beer,San Diego, CA,0.075,City of the Sun,American IPA,16,32.7542037,-117.2062969,4.7
1222,209,Modern Times Beer,San Diego, CA,0.068,Booming Rollers,American IPA,16,32.7542037,-117.2062969,4.7
1223,209,Modern Times Beer,San Diego, CA,0.052,Oneida,American Pale Ale (APA),16,32.7542037,-117.2062969,4.7
1224,209,Modern Times Beer,San Diego, CA,0.067,Aurora ,American Amber / Red Ale,16,32.7542037,-117.2062969,4.7
1225,209,Modern Times Beer,San Diego, CA,0.055,Lomaland,Saison / Farmhouse Ale,16,32.7542037,-117.2062969,4.7
1226,209,Modern Times Beer,San Diego, CA,0.047,Fortunate Islands,American Pale Wheat Ale,16,32.7542037,-117.2062969,4.7
1227,209,Modern Times Beer,San Diego, CA,0.058,Black House,American Stout,16,32.7542037,-117.2062969,4.7
1228,209,Modern Times Beer,San Diego, CA,0.065,Blazing World,American Amber / Red Ale,16,32.7542037,-117.2062969,4.7
1229,210,Temperance Beer Company,Evanston, IL,0.048,Smittytown,Extra Special / Strong Bitter (ESB),12,42.0399863,-87.701991,4.6
1230,210,Temperance Beer Company,Evanston, IL,0.04,Greenwood Beach,Fruit / Vegetable Beer,12,42.0399863,-87.701991,4.6
1231,210,Temperance Beer Company,Evanston, IL,0.066,Gatecrasher,English India Pale Ale (IPA),12,42.0399863,-87.701991,4.6
1232,211,Wisconsin Brewing Company,Verona, WI,0.055,#001 Golden Amber Lager,American Amber / Red Lager,12,42.9688467,-89.5089835,4.7
1233,211,Wisconsin Brewing Company,Verona, WI,0.071,#002 American I.P.A.,American IPA,12,42.9688467,-89.5089835,4.7
1234,211,Wisconsin Brewing Company,Verona, WI,0.052,#003 Brown & Robust Porter,American Porter,12,42.9688467,-89.5089835,4.7
1235,211,Wisconsin Brewing Company,Verona, WI,0.048,#004 Session I.P.A.,American IPA,12,42.9688467,-89.5089835,4.7
1236,212,Crow Peak Brewing Company,Spearfish, SD,0.065,Red Water Irish Style Red,American Amber / Red Ale,12,44.517491,-103.870356,4.7
1237,212,Crow Peak Brewing Company,Spearfish, SD,0.066,Mjöllnir,Herbed / Spiced Beer,12,44.517491,-103.870356,4.7
1238,212,Crow Peak Brewing Company,Spearfish, SD,0.055,Bear Butte Nut Brown Ale,American Brown Ale,12,44.517491,-103.870356,4.7
1239,212,Crow Peak Brewing Company,Spearfish, SD,0.045,Easy Livin' Summer Ale,American Blonde Ale,12,44.517491,-103.870356,4.7
1240,212,Crow Peak Brewing Company,Spearfish, SD,0.055,Canyon Cream Ale,Cream Ale,12,44.517491,-103.870356,4.7
1241,212,Crow Peak Brewing Company,Spearfish, SD,0.069,Pile O'Dirt Porter,American Porter,12,44.517491,-103.870356,4.7
1242,212,Crow Peak Brewing Company,Spearfish, SD,0.06,11th Hour IPA,American IPA,12,44.517491,-103.870356,4.7
1243,213,Grapevine Craft Brewery,Farmers Branch, TX,0.043,Monarch Classic American Wheat,American Pale Wheat Ale,12,32.9325731,-97.0747404,4.6
1244,213,Grapevine Craft Brewery,Farmers Branch, TX,0.049,Sir William's English Brown Ale,English Brown Ale,12,32.9325731,-97.0747404,4.6
1245,213,Grapevine Craft Brewery,Farmers Branch, TX,0.055,Lakefire Rye Pale Ale,American Pale Ale (APA),12,32.9325731,-97.0747404,4.6
1246,214,Buffalo Bayou Brewing Company,Houston, TX,0.06,1836,American Blonde Ale,12,29.7759957,-95.4160868,4.6
1247,214,Buffalo Bayou Brewing Company,Houston, TX,0.06,Summer's Wit,Witbier,12,29.7759957,-95.4160868,4.6
1248,214,Buffalo Bayou Brewing Company,Houston, TX,0.09,More Cowbell,American Double / Imperial IPA,16,29.7759957,-95.4160868,4.6
1249,215,Texian Brewing Co.,Richmond, TX,0.055,First Stand,Saison / Farmhouse Ale,12,29.6119207,-95.743768,4.1
1250,215,Texian Brewing Co.,Richmond, TX,0.063,Battle LIne,American Brown Ale,12,29.6119207,-95.743768,4.1
1251,215,Texian Brewing Co.,Richmond, TX,0.056,Broken Bridge,Dunkelweizen,12,29.6119207,-95.743768,4.1
1252,215,Texian Brewing Co.,Richmond, TX,0.071,Brutus,English India Pale Ale (IPA),12,29.6119207,-95.743768,4.1
1253,216,Orpheus Brewing,Atlanta, GA,0.065,Lyric Ale,Saison / Farmhouse Ale,12,33.7936008,-84.3686023,4.5
1254,216,Orpheus Brewing,Atlanta, GA,0.053,Atalanta,Saison / Farmhouse Ale,12,33.7936008,-84.3686023,4.5
1255,217,Forgotten Boardwalk,Cherry Hill, NJ,0.05,What the Butler Saw,Witbier,12,39.9123524,-74.96917,4.7
1256,217,Forgotten Boardwalk,Cherry Hill, NJ,0.069,1916 Shore Shiver,American IPA,12,39.9123524,-74.96917,4.7
1257,218,Laughing Dog Brewing Company,Ponderay, ID,0.05,Laughing Dog Cream Ale,Cream Ale,12,48.3045417,-116.5417089,4.8
1258,218,Laughing Dog Brewing Company,Ponderay, ID,0.048,Two-One Niner,American Pilsner,12,48.3045417,-116.5417089,4.8
1259,218,Laughing Dog Brewing Company,Ponderay, ID,0.064,Laughing Dog IPA,American IPA,12,48.3045417,-116.5417089,4.8
1260,219,Bozeman Brewing Company,Bozeman, MT,0.06,Plum St. Porter,American Porter,12,45.6846267,-111.0239183,4.7
1261,219,Bozeman Brewing Company,Bozeman, MT,0.057,Plum St. Porter,American Porter,12,45.6846267,-111.0239183,4.7
1262,219,Bozeman Brewing Company,Bozeman, MT,0.07,Bozone HopZone IPA,American IPA,12,45.6846267,-111.0239183,4.7
1263,219,Bozeman Brewing Company,Bozeman, MT,0.06,Bozone Hefe Weizen,Hefeweizen,12,45.6846267,-111.0239183,4.7
1264,219,Bozeman Brewing Company,Bozeman, MT,0.055,Bozone Select Amber Ale,American Amber / Red Ale,12,45.6846267,-111.0239183,4.7
1265,220,Big Choice Brewing,Broomfield, CO,0.081,Aprè Shred,American Strong Ale,16,39.986384,-104.82268,4.6
1266,220,Big Choice Brewing,Broomfield, CO,0.095,Hemlock Double IPA,American Double / Imperial IPA,12,39.986384,-104.82268,4.6
1267,220,Big Choice Brewing,Broomfield, CO,0.041,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16,39.986384,-104.82268,4.6
1268,220,Big Choice Brewing,Broomfield, CO,0.067,Disconnected Red,American Amber / Red Ale,16,39.986384,-104.82268,4.6
1269,221,Big Storm Brewing Company,Odessa, FL,0.069,Arcus IPA,American IPA,12,27.8874778,-82.6996197,4.6
1270,221,Big Storm Brewing Company,Odessa, FL,0.058,Wavemaker,American Amber / Red Ale,12,27.8874778,-82.6996197,4.6
1271,222,Carton Brewing Company,Atlantic Highlands, NJ,0.099,Epitome,American Black Ale,16,40.4117822,-74.0381795,4.8
1272,222,Carton Brewing Company,Atlantic Highlands, NJ,0.039,Monkey Chased the Weasel,Berliner Weissbier,16,40.4117822,-74.0381795,4.8
1273,222,Carton Brewing Company,Atlantic Highlands, NJ,0.078,077XX,American Double / Imperial IPA,16,40.4117822,-74.0381795,4.8
1274,222,Carton Brewing Company,Atlantic Highlands, NJ,0.042,Boat Beer,American IPA,12,40.4117822,-74.0381795,4.8
1275,223,Midnight Sun Brewing Company,Anchorage, AK,0.063,Pleasure Town,American IPA,12,61.1472309,-149.8445081,4.6
1276,223,Midnight Sun Brewing Company,Anchorage, AK,0.063,Pleasure Town IPA,American IPA,12,61.1472309,-149.8445081,4.6
1277,223,Midnight Sun Brewing Company,Anchorage, AK,0.048,Snowshoe White Ale,Witbier,12,61.1472309,-149.8445081,4.6
1278,223,Midnight Sun Brewing Company,Anchorage, AK,0.05,Kodiak Brown Ale,American Brown Ale,12,61.1472309,-149.8445081,4.6
1279,223,Midnight Sun Brewing Company,Anchorage, AK,0.057,Sockeye Red IPA,American IPA,12,61.1472309,-149.8445081,4.6
1280,224,Fat Head's Brewery,Middleburg Heights, OH,0.063,Trail Head,American Pale Ale (APA),12,41.3776876,-81.821289,4.5
1281,224,Fat Head's Brewery,Middleburg Heights, OH,0.07,Hop Stalker Fresh Hop IPA,American IPA,16,41.3776876,-81.821289,4.5
1282,225,Refuge Brewery,Temecula, CA,0.05,Blood Orange Wit,Witbier,16,33.504177,-117.158744,4.8
1283,226,Chatham Brewing,Chatham, NY,0.08,8 Barrel,American Strong Ale,16,42.363277,-73.5952616,4.5
1284,226,Chatham Brewing,Chatham, NY,0.055,Oktoberfest,Märzen / Oktoberfest,16,42.363277,-73.5952616,4.5
1285,227,DC Brau Brewing Company,Washington, DC,0.08,Stone of Arbroath,Scotch Ale / Wee Heavy,12,38.9295262,-76.9601724,4.6
1286,227,DC Brau Brewing Company,Washington, DC,0.05,The Tradition,American Blonde Ale,12,38.9295262,-76.9601724,4.6
1287,227,DC Brau Brewing Company,Washington, DC,0.053,El Hefe Speaks,Hefeweizen,12,38.9295262,-76.9601724,4.6
1288,227,DC Brau Brewing Company,Washington, DC,0.055,Penn Quarter Porter,American Porter,12,38.9295262,-76.9601724,4.6
1289,227,DC Brau Brewing Company,Washington, DC,0.092,On the Wings of Armageddon,American Double / Imperial IPA,12,38.9295262,-76.9601724,4.6
1290,227,DC Brau Brewing Company,Washington, DC,0.065,The Corruption,American IPA,12,38.9295262,-76.9601724,4.6
1291,227,DC Brau Brewing Company,Washington, DC,0.07,The Citizen,Belgian Pale Ale,12,38.9295262,-76.9601724,4.6
1292,227,DC Brau Brewing Company,Washington, DC,0.06,The Public,American Pale Ale (APA),12,38.9295262,-76.9601724,4.6
1293,228,Geneva Lake Brewing Company,Lake Geneva, WI,0.072,No Wake IPA,American IPA,12,42.5835522,-88.4112272,4.7
1294,228,Geneva Lake Brewing Company,Lake Geneva, WI,0.049,Boathouse Blonde,American Blonde Ale,12,42.5835522,-88.4112272,4.7
1295,228,Geneva Lake Brewing Company,Lake Geneva, WI,0.05,Cedar Point,American Amber / Red Ale,12,42.5835522,-88.4112272,4.7
1296,229,Rochester Mills Brewing Company,Rochester, MI,0.053,Pine Knob Pilsner,Czech Pilsener,16,42.6806819,-83.1313554,4.4
1297,229,Rochester Mills Brewing Company,Rochester, MI,,Cal and Co. Black Cherry Porter,American Porter,16,42.6806819,-83.1313554,4.4
1298,229,Rochester Mills Brewing Company,Rochester, MI,0.055,Lazy Daze Lager,American Adjunct Lager,16,42.6806819,-83.1313554,4.4
1299,229,Rochester Mills Brewing Company,Rochester, MI,0.059,Rochester Red Ale,American Amber / Red Ale,16,42.6806819,-83.1313554,4.4
1300,229,Rochester Mills Brewing Company,Rochester, MI,0.05,Milkshake Stout,Milk / Sweet Stout,16,42.6806819,-83.1313554,4.4
1301,229,Rochester Mills Brewing Company,Rochester, MI,0.07,Cornerstone IPA,American IPA,16,42.6806819,-83.1313554,4.4
1302,229,Rochester Mills Brewing Company,Rochester, MI,0.055,Lazy Daze Lager,American Adjunct Lager,12,42.6806819,-83.1313554,4.4
1303,230,Cape Ann Brewing Company,Gloucester, MA,0.099,Imperial Pumpkin Stout,Pumpkin Ale,16,42.611207,-70.665112,4.3
1304,230,Cape Ann Brewing Company,Gloucester, MA,0.09,Dead-Eye DIPA,American Double / Imperial IPA,16,42.611207,-70.665112,4.3
1305,230,Cape Ann Brewing Company,Gloucester, MA,0.055,Fisherman's IPA,American IPA,12,42.611207,-70.665112,4.3
1306,230,Cape Ann Brewing Company,Gloucester, MA,0.054,Fisherman's Pils,German Pilsener,12,42.611207,-70.665112,4.3
1307,230,Cape Ann Brewing Company,Gloucester, MA,0.055,Fisherman's Brew,American Amber / Red Ale,12,42.611207,-70.665112,4.3
1308,231,Borderlands Brewing Company,Tucson, AZ,0.071,Noche Dulce,American Porter,16,32.2261342,-110.9703128,4.6
1309,232,College Street Brewhouse and Pub,Lake Havasu City, AZ,0.058,Big Blue Van,Fruit / Vegetable Beer,16,34.5071791,-114.3472597,4.6
1310,233,Joseph James Brewing Company,Henderson, NV,0.05,Weize Guy,Hefeweizen,12,,,
1311,233,Joseph James Brewing Company,Henderson, NV,0.05,Fox Tail Gluten Free Ale,American Pale Ale (APA),12,,,
1312,233,Joseph James Brewing Company,Henderson, NV,0.093,Hop Box Imperial IPA,American Double / Imperial IPA,12,,,
1313,233,Joseph James Brewing Company,Henderson, NV,0.052,Joseph James American Lager,American Adjunct Lager,12,,,
1314,234,Harpoon Brewery,Boston, MA,0.052,UFO Gingerland,Herbed / Spiced Beer,12,42.3469065,-71.0344387,4.6
1315,234,Harpoon Brewery,Boston, MA,0.062,The Long Thaw White IPA,American White IPA,12,42.3469065,-71.0344387,4.6
1316,234,Harpoon Brewery,Boston, MA,0.048,Honey Cider,Cider,12,42.3469065,-71.0344387,4.6
1317,234,Harpoon Brewery,Boston, MA,0.05,Harpoon Summer Beer,Kölsch,12,42.3469065,-71.0344387,4.6
1318,234,Harpoon Brewery,Boston, MA,0.059,Harpoon IPA,American IPA,12,42.3469065,-71.0344387,4.6
1319,234,Harpoon Brewery,Boston, MA,0.059,UFO Pumpkin,Pumpkin Ale,12,42.3469065,-71.0344387,4.6
1320,234,Harpoon Brewery,Boston, MA,0.055,Harpoon Octoberfest,Märzen / Oktoberfest,12,42.3469065,-71.0344387,4.6
1321,234,Harpoon Brewery,Boston, MA,0.059,Harpoon IPA (2012),American IPA,12,42.3469065,-71.0344387,4.6
1322,234,Harpoon Brewery,Boston, MA,0.05,Harpoon Summer Beer (2012),Kölsch,12,42.3469065,-71.0344387,4.6
1323,234,Harpoon Brewery,Boston, MA,0.048,UFO White,American Pale Wheat Ale,12,42.3469065,-71.0344387,4.6
1324,234,Harpoon Brewery,Boston, MA,0.05,Harpoon Summer Beer (2010),Kölsch,12,42.3469065,-71.0344387,4.6
1325,234,Harpoon Brewery,Boston, MA,0.059,Harpoon IPA (2010),American IPA,12,42.3469065,-71.0344387,4.6
1326,235,Back East Brewing Company,Bloomfield, CT,0.086,Palate Mallet,American Double / Imperial IPA,12,41.8550215,-72.7048344,4.8
1327,235,Back East Brewing Company,Bloomfield, CT,0.06,Back East Porter,American Porter,12,41.8550215,-72.7048344,4.8
1328,235,Back East Brewing Company,Bloomfield, CT,0.049,Back East Golden Ale,American Blonde Ale,12,41.8550215,-72.7048344,4.8
1329,235,Back East Brewing Company,Bloomfield, CT,0.07,Misty Mountain IPA,American IPA,12,41.8550215,-72.7048344,4.8
1330,235,Back East Brewing Company,Bloomfield, CT,0.05,Back East Ale,American Amber / Red Ale,12,41.8550215,-72.7048344,4.8
1331,236,Champion Brewing Company,Charlottesville, VA,0.07,Stickin' In My Rye,Rye Beer,24,38.0276505,-78.4781554,4.6
1332,236,Champion Brewing Company,Charlottesville, VA,0.06,Black Me Stout,American Stout,12,38.0276505,-78.4781554,4.6
1333,236,Champion Brewing Company,Charlottesville, VA,0.05,Killer Kolsch,Kölsch,12,38.0276505,-78.4781554,4.6
1334,236,Champion Brewing Company,Charlottesville, VA,0.07,Missile IPA,American IPA,12,38.0276505,-78.4781554,4.6
1335,237,Devil's Backbone Brewing Company,Lexington, VA,0.044,Bravo Four Point,American Pale Ale (APA),12,37.8138902,-79.3982459,4.6
1336,237,Devil's Backbone Brewing Company,Lexington, VA,0.052,Striped Bass Pale Ale,American Pale Ale (APA),12,37.8138902,-79.3982459,4.6
1337,238,Newburgh Brewing Company,Newburgh, NY,0.042,Cream Ale,Cream Ale,12,41.4973109,-74.0080529,4.6
1338,239,Wiseacre Brewing Company,Memphis, TN,0.059,Tarasque,Saison / Farmhouse Ale,12,35.1471815,-89.9687492,4.6
1339,239,Wiseacre Brewing Company,Memphis, TN,0.062,Ananda India Pale Ale,American IPA,12,35.1471815,-89.9687492,4.6
1340,239,Wiseacre Brewing Company,Memphis, TN,0.045,Tiny Bomb,American Pilsner,12,35.1471815,-89.9687492,4.6
1341,240,Golden Road Brewing,Los Angeles, CA,0.072,Might As Well IPL,American Pale Lager,16,34.1506265,-118.2744516,4.5
1342,240,Golden Road Brewing,Los Angeles, CA,0.058,Saison Pamplemousse,Saison / Farmhouse Ale,12,34.1506265,-118.2744516,4.5
1343,240,Golden Road Brewing,Los Angeles, CA,0.074,2020 IPA,American IPA,16,34.1506265,-118.2744516,4.5
1344,240,Golden Road Brewing,Los Angeles, CA,0.08,Wolf Among Weeds IPA,American IPA,16,34.1506265,-118.2744516,4.5
1345,240,Golden Road Brewing,Los Angeles, CA,0.094,Better Weather IPA,American IPA,16,34.1506265,-118.2744516,4.5
1346,240,Golden Road Brewing,Los Angeles, CA,0.059,Point the Way IPA,American IPA,16,34.1506265,-118.2744516,4.5
1347,240,Golden Road Brewing,Los Angeles, CA,0.046,Golden Road Hefeweizen,Hefeweizen,16,34.1506265,-118.2744516,4.5
1348,240,Golden Road Brewing,Los Angeles, CA,0.068,Heal the Bay IPA,American IPA,16,34.1506265,-118.2744516,4.5
1349,240,Golden Road Brewing,Los Angeles, CA,0.059,Point the Way IPA,American IPA,12,34.1506265,-118.2744516,4.5
1350,240,Golden Road Brewing,Los Angeles, CA,0.05,Cabrillo Kölsch,Kölsch,16,34.1506265,-118.2744516,4.5
1351,240,Golden Road Brewing,Los Angeles, CA,0.055,Get Up Offa That Brown,American Brown Ale,16,34.1506265,-118.2744516,4.5
1352,240,Golden Road Brewing,Los Angeles, CA,0.08,Burning Bush Smoked IPA,American IPA,16,34.1506265,-118.2744516,4.5
1353,240,Golden Road Brewing,Los Angeles, CA,0.08,Wolf Among Weeds IPA (2012),American IPA,16,34.1506265,-118.2744516,4.5
1354,240,Golden Road Brewing,Los Angeles, CA,0.059,Point the Way IPA (2012),American IPA,16,34.1506265,-118.2744516,4.5
1355,240,Golden Road Brewing,Los Angeles, CA,0.046,Golden Road Hefeweizen (2012),Hefeweizen,16,34.1506265,-118.2744516,4.5
1356,241,New Republic Brewing Company,College Station, TX,0.056,Skylight,Dunkelweizen,12,30.5655242,-96.3495625,4.6
1357,241,New Republic Brewing Company,College Station, TX,0.056,Kadigan,American Blonde Ale,12,30.5655242,-96.3495625,4.6
1358,241,New Republic Brewing Company,College Station, TX,0.052,Dammit Jim!,American Amber / Red Ale,12,30.5655242,-96.3495625,4.6
1359,242,Infamous Brewing Company,Austin, TX,0.07,Infamous IPA,American IPA,12,30.4068746,-97.9258875,4.7
1360,242,Infamous Brewing Company,Austin, TX,0.055,Hijack,Cream Ale,12,30.4068746,-97.9258875,4.7
1361,243,Two Henrys Brewing Company,Plant City, FL,0.045,The Gilded Age,Munich Helles Lager,12,28.0474077,-82.1876441,4.3
1362,244,Lift Bridge Brewing Company,Stillwater, MN,0.052,Getaway,German Pilsener,16,45.039217,-92.831768,4.7
1363,244,Lift Bridge Brewing Company,Stillwater, MN,0.06,Farm Girl Saison,Saison / Farmhouse Ale,16,45.039217,-92.831768,4.7
1364,245,Lucky Town Brewing Company,Jackson, MS,0.038,Pub Ale,English Dark Mild Ale,12,32.3195537,-90.1884929,4.6
1365,245,Lucky Town Brewing Company,Jackson, MS,0.051,Ballistic Blonde,Belgian Pale Ale,12,32.3195537,-90.1884929,4.6
1366,246,Quest Brewing Company,Greenville, SC,0.045,Golden Fleece,Belgian Pale Ale,12,34.8465673,-82.3451603,4.7
1367,246,Quest Brewing Company,Greenville, SC,0.055,Smoking Mirror,American Porter,12,34.8465673,-82.3451603,4.7
1368,247,Creature Comforts,Athens, GA,0.065,Tropicalia,American IPA,12,40.8949679,-75.3207674,4
1369,247,Creature Comforts,Athens, GA,0.045,Athena,Berliner Weissbier,12,40.8949679,-75.3207674,4
1370,248,Half Full Brewery,Stamford, CT,0.07,Pursuit,American IPA,12,41.0395133,-73.5499287,4.6
1371,248,Half Full Brewery,Stamford, CT,0.052,Half Full Bright Ale,American Blonde Ale,12,41.0395133,-73.5499287,4.6
1372,249,Southampton Publick House,Southampton, NY,0.035,Montauk Light,Light Lager,12,40.883204,-72.3915307,4.1
1373,250,Chapman's Brewing,Angola, IN,0.045,Enlighten,Kölsch,16,41.0316669,-85.2585339,4.3
1374,250,Chapman's Brewing,Angola, IN,0.065,Ale Cider,Fruit / Vegetable Beer,16,41.0316669,-85.2585339,4.3
1375,250,Chapman's Brewing,Angola, IN,0.055,Pail Ale,American Pale Ale (APA),16,41.0316669,-85.2585339,4.3
1376,250,Chapman's Brewing,Angola, IN,0.045,Englishman,English Brown Ale,16,41.0316669,-85.2585339,4.3
1377,251,Barrio Brewing Company,Tucson, AZ,0.06,Barrio Blanco,American IPA,12,32.2145078,-110.9594836,4.5
1378,251,Barrio Brewing Company,Tucson, AZ,0.045,Barrio Tucson Blonde,American Blonde Ale,12,32.2145078,-110.9594836,4.5
1379,252,Santa Cruz Mountain Brewing,Santa Cruz, CA,0.089,Giant DIPA,American Double / Imperial IPA,16,36.9591246,-122.0481543,4.6
1380,252,Santa Cruz Mountain Brewing,Santa Cruz, CA,0.054,Dread Brown Ale,American Brown Ale,12,36.9591246,-122.0481543,4.6
1381,252,Santa Cruz Mountain Brewing,Santa Cruz, CA,0.07,Casinos IPA,English India Pale Ale (IPA),16,36.9591246,-122.0481543,4.6
1382,253,Frankenmuth Brewery,Frankenmuth, MI,0.056,Old Detroit,American Amber / Red Ale,12,43.3311219,-83.7377741,4.2
1383,253,Frankenmuth Brewery,Frankenmuth, MI,0.069,Batch 69 IPA,American IPA,12,43.3311219,-83.7377741,4.2
1384,253,Frankenmuth Brewery,Frankenmuth, MI,0.055,Twisted Helles Summer Lager,Munich Helles Lager,12,43.3311219,-83.7377741,4.2
1385,254,Meckley's Cidery,Somerset Center, MI,0.069,Bushwhacker Cider,Cider,16,42.0589973,-84.4058646,4.5
1386,254,Meckley's Cidery,Somerset Center, MI,0.069,Weim-R-Iner,Cider,16,42.0589973,-84.4058646,4.5
1387,254,Meckley's Cidery,Somerset Center, MI,0.069,Cherry Bomb,Cider,16,42.0589973,-84.4058646,4.5
1388,255,Stillwater Artisanal Ales,Baltimore, MD,0.05,Brontide,American Black Ale,12,,,
1389,255,Stillwater Artisanal Ales,Baltimore, MD,0.05,Brontide,American Black Ale,12,,,
1390,255,Stillwater Artisanal Ales,Baltimore, MD,0.045,Classique,Saison / Farmhouse Ale,12,,,
1391,256,Finch's Beer Company,Chicago, IL,0.09,Hardcore Chimera,American Double / Imperial IPA,16,41.886288,-87.6720239,4.4
1392,256,Finch's Beer Company,Chicago, IL,0.08,Sobek & Set,American Black Ale,16,41.886288,-87.6720239,4.4
1393,256,Finch's Beer Company,Chicago, IL,0.086,Nuclear Winter,Belgian Strong Dark Ale,16,41.886288,-87.6720239,4.4
1394,256,Finch's Beer Company,Chicago, IL,0.05,Wet Hot American Wheat Ale,American Pale Wheat Ale,16,41.886288,-87.6720239,4.4
1395,256,Finch's Beer Company,Chicago, IL,0.053,Secret Stache Stout,American Stout,16,41.886288,-87.6720239,4.4
1396,256,Finch's Beer Company,Chicago, IL,0.08,Fascist Pig Ale,American Amber / Red Ale,16,41.886288,-87.6720239,4.4
1397,256,Finch's Beer Company,Chicago, IL,0.055,Cut Throat Pale Ale,American Pale Ale (APA),16,41.886288,-87.6720239,4.4
1398,256,Finch's Beer Company,Chicago, IL,0.075,Threadless IPA,American IPA,16,41.886288,-87.6720239,4.4
1399,256,Finch's Beer Company,Chicago, IL,0.055,Cut Throat Pale Ale (2011),American Pale Ale (APA),16,41.886288,-87.6720239,4.4
1400,256,Finch's Beer Company,Chicago, IL,0.047,Golden Wing Blonde Ale,American Blonde Ale,16,41.886288,-87.6720239,4.4
1401,257,South Austin Brewery,South Austin, TX,0.07,LuckenBock,Bock,16,30.2174931,-97.7612044,4.8
1402,257,South Austin Brewery,South Austin, TX,0.055,Texas Pale Ale (TPA),American IPA,16,30.2174931,-97.7612044,4.8
1403,257,South Austin Brewery,South Austin, TX,0.08,6 String Saison,Saison / Farmhouse Ale,16,30.2174931,-97.7612044,4.8
1404,257,South Austin Brewery,South Austin, TX,0.05,Kol' Beer,Kölsch,16,30.2174931,-97.7612044,4.8
1405,258,Bauhaus Brew Labs,Minneapolis, MN,0.054,Wagon Party,California Common / Steam Beer,12,45.000928,-93.2447098,4.5
1406,258,Bauhaus Brew Labs,Minneapolis, MN,0.067,Sky-Five,American IPA,12,45.000928,-93.2447098,4.5
1407,258,Bauhaus Brew Labs,Minneapolis, MN,0.05,Stargrazer,Schwarzbier,12,45.000928,-93.2447098,4.5
1408,258,Bauhaus Brew Labs,Minneapolis, MN,0.054,Wonderstuff,German Pilsener,12,45.000928,-93.2447098,4.5
1409,259,Ozark Beer Company,Rogers, AR,0.04,Ozark American Pale Ale,American Pale Ale (APA),12,36.3336597,-94.1148094,4.7
1410,260,Mountain Town Brewing Company ,Mount Pleasant, MI,0.082,Train Wreck,American Amber / Red Ale,16,43.5963251,-84.8101947,4.4
1411,261,Otter Creek Brewing,Waterbury, VT,0.055,Overgrown American Pale Ale,American Pale Ale (APA),12,44.0293542,-73.1724591,4.5
1412,262,The Brewer's Art,Baltimore, MD,0.05,Birdhouse Pale Ale,Belgian Pale Ale,12,39.3027614,-76.6163918,4.6
1413,262,The Brewer's Art,Baltimore, MD,0.073,Ozzy,Belgian Pale Ale,12,39.3027614,-76.6163918,4.6
1414,262,The Brewer's Art,Baltimore, MD,0.07,Resurrection,Dubbel,12,39.3027614,-76.6163918,4.6
1415,263,Denver Beer Company,Denver, CO,0.07,Incredible Pedal IPA,American IPA,12,39.758234,-105.0073697,4.5
1416,263,Denver Beer Company,Denver, CO,0.05,Graham Cracker Porter,American Porter,12,39.758234,-105.0073697,4.5
1417,264,Ska Brewing Company,Durango, CO,0.045,Rudie Session IPA,American IPA,12,37.2388022,-107.8761503,4.6
1418,264,Ska Brewing Company,Durango, CO,0.074,Taster's Choice,Doppelbock,12,37.2388022,-107.8761503,4.6
